Country,OP CCI,CCI Short Title,OP ver,OP Status,Priority Code ,Thematic Objective Code,Thematic Objective Description,OP MP Title,MP CCI,MP ver,MP CCI Title (English),MP Status,MP Status Code,MP Article,Eligible Amount,EU Financing,ERDF Amount,CF Amount,is_submitted,thematic_objective_short_name
IT,2014IT16RFOP007,Campania - ERDF,1.3,Adopted by EC,6,6,Preserving and protecting the environment and promoting ...,Risanamento ambientale e valorizzazione dei Regi Lagni,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
IT,2014IT16RFOP007,Campania - ERDF,1.3,Adopted by EC,6,6,Preserving and protecting the environment and promoting ...,Risanamento Corpi idrici superficiali aree interne,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
IT,2014IT16RFOP007,Campania - ERDF,1.3,Adopted by EC,6,6,Preserving and protecting the environment and promoting ...,Risanamento Corpi idrici superficiali della Provincia di Salerno,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
IT,2014IT16RFOP007,Campania - ERDF,1.3,Adopted by EC,7,7,Promoting sustainable transport and removing bottlenecks ...,Sistema integrato del porto di Napoli,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
IT,2014IT16RFOP007,Campania - ERDF,1.3,Adopted by EC,7,7,Promoting sustainable transport and removing bottlenecks ...,Sistema integrato portuale di Salerno,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
IT,2014IT16RFOP007,Campania - ERDF,1.3,Adopted by EC,7,7,Promoting sustainable transport and removing bottlenecks ...,S.S. 268 del Vesuvio - Lavori di costruzione del III tronco compreso lo svincolo di Angri,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
IT,2014IT16RFOP010,Lazio - ERDF,1.2,Adopted by EC,,,,Piano regionale Banda Ultralarga,,,,,---,,,,,,not submitted,
IT,2014IT16RFOP016,Sicilia - ERDF,1.2,Adopted by EC,,,,Anello ferroviario di Palermo I Tratta Giachery - Politeama (a cavallo),,,,,---,,,,,,not submitted,
IT,2014IT16RFOP016,Sicilia - ERDF,1.2,Adopted by EC,,,,Interporto di Termini Imerese,,,,,---,,,,,,not submitted,
IT,2014IT16RFOP016,Sicilia - ERDF,1.2,Adopted by EC,,,,Potenziamento della banda ultralarga,,,,,---,,,,,,not submitted,
IT,2014IT16RFOP016,Sicilia - ERDF,1.2,Adopted by EC,,,,Tratta Ferroviaria Ogliastrillo-Castelbuono,,,,,---,,,,,,not submitted,
IT,2014IT16RFOP017,Toscana - ERDF,2.1,Adopted by EC,1,1,"Strengthening research, technological development and ...",Progetto “GALILEO”,,,,,---,,,,,,not submitted,Research & Innovation
IT,2014IT16RFOP017,Toscana - ERDF,2.1,Adopted by EC,4,4,Supporting the shift towards a low-carbon economy in all ...,Interventi per il miglioramento della mobilità collettiva nella Piana di Firenze,,,,,---,,,,,,not submitted,Low-Carbon Economy
IT,2014IT16RFOP017,Toscana - ERDF,2.1,Adopted by EC,4,4,Supporting the shift towards a low-carbon economy in all ...,Sostegno ad investimenti produttivi di miglioramento ambientale ed abbattimento di emissioni di CO2 nell’ambito di progetti di riconversione e riqualificazione produttiva del Polo siderurgico di Piombino,,,,,---,,,,,,not submitted,Low-Carbon Economy
LT,2014LT16MAOP001,EU Structural Funds Investments - ERDF/ESF/CF/YEI,3.1,Adopted by EC,,,,Magistralinio dujotiekio Klaipėda -Kuršėnai antros gijos statyba (magistralinio dujotiekio Klaipėda - Kiemėnai pajėgumų didinimas),,,,,---,,,,,,not submitted,
LV,2014LV16MAOP001,Growth and Employment - ERDF/ESF/CF/YEI,3,Returned for modification by EC,6,7,Promoting sustainable transport and removing bottlenecks ...,Latvijas dzelzceļa tīkla elektrifikācija,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
LV,2014LV16MAOP001,Growth and Employment - ERDF/ESF/CF/YEI,3,Returned for modification by EC,9,9,Promoting social inclusion and combating poverty,"VSIA ""Paula Stradiņa klīniskā universitātes slimnīca” A korpusa otrās kārtas attīstība",,,,,---,,,,,,not submitted,Social Inclusion
MT,2014MT16M1OP001,Fostering a competitive and sustainable economy - ERDF/CF,1.3,Adopted by EC,,,,Waste to energy treatment facility,,,,,---,,,,,,not submitted,
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,2,5,Promoting climate change adaptation and risk prevention,Ochrona przeciwpowodziowa miasta Słubice,,,,,---,,,,,,not submitted,Climate Change Adaptation & Risk Prevention
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,2,5,Promoting climate change adaptation and risk prevention,Ochrona przeciwpowodziowa Sandomierza,,,,,---,,,,,,not submitted,Climate Change Adaptation & Risk Prevention
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,2,5,Promoting climate change adaptation and risk prevention,Ochrona przed powodzią Kotliny Kłodzkiej ze szczególnym uwzględnieniem ochrony Miasta Kłodzka,,,,,---,,,,,,not submitted,Climate Change Adaptation & Risk Prevention
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S17 odc. w. Drewnica - w. Zakręt,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S17 Warszawa – Garwolin, odc. w. Lubelska - Garwolin",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S17 Warszawa - Garwolin, odc. w. Zakręt - w. Lubelska",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S19 Lublin - Rzeszów, odc. w. Kraśnik Południe (bez węzła) - w. Lasy Janowskie",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S19 Lublin - Rzeszów, odc. w. Lasy Janowskie (bez węzła) - w. Nisko Południe (z węzłem)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S19 Lublin - Rzeszów, odc. w. Lublin Węglin - w. Kraśnik Południe",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S19 Lublin - Rzeszów, odc. w. Nisko Południe (bez węzła) - w. Sokołów Małopolski Północ (z węzłem)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S1 odc. Kosztowy - Bielsko – Biała,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S1 Pyrzowice - granica państwa, odc. Obwodnica Węgierskiej Górki",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S2 odc. w. Puławska – w. Lubelska (bez węzła),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S3 odc. Legnica - Bolków,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S3 odc. Rzęśnica - Brzozowo,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S61 odc. Ostrów Mazowiecka - Szczuczyn,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S6 Koszalin – Słupsk,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S6 Słupsk – Gdańsk, odc. Lębork – obwodnica Trójmiasta",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S6 Słupsk – Gdańsk, odc. Słupsk - Lębork",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S6 Szczecin - Koszalin, odc. Goleniów – Kiełpino",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S7, odc. granica woj. świętokrzyskiego/małopolskiego - Kraków (w. Igołomska)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S7, odc. Warszawa – Grójec",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa drogi ekspresowej S7 Olsztynek – Płońsk, odc. Napierki – Płońsk",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S11 Koszalin – Piła,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Budowa nabrzeża głębokowodnego w porcie zewnętrznym w Świnoujściu,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Modernizacja Kanału Gliwickiego - szlaku żeglownego i jego ubezpieczeń brzegowych,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Modernizacja toru wodnego Świnoujście - Szczecin do głębokości 12,5m",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Modernizacja układu falochronów osłonowych Portu Północnego,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Pogłębianie toru podejściowego i akwenów wewnętrznych Portu Gdynia - etapy I i III oraz przebudowa nabrzeży w Porcie Gdynia - etapy II i III,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Poprawa dostępu do portu w Szczecinie w rejonie Kanału Dębickiego,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na alternatywnym ciągu transportowym Bydgoszcz - Trójmiasto, obejmującym linie 201 i 203, etap II - wraz z elektryfikacją",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej nr 202 na odcinku Gdynia Chylonia - Słupsk,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na linii kolejowej nr 8, odcinek Warka - Radom (Lot: C, D, E)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Przebudowa wejścia południowego do portu w Gdyni,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,Remont i modernizacja zabudowy regulacyjnej Odry swobodnie płynącej - odbudowa i modernizacja zabudowy regulacyjnej - w celu przystosowanie odcinka Odry od Malczyc do ujścia Nysy Łużyckiej do III klasy drogi wodnej,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S10 Bydgoszcz – Piła,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S10 Piła – Szczecin,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S10 Płońsk – Toruń,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S10 Toruń – Bydgoszcz,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S11 Kępno – Katowice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S11 Piła – Poznań,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S11 Poznań – Kępno,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S12 Lublin – Dorohusk,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S12 Piotrków Trybunalski – Radom,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S12 Radom – Lublin,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S17 Lublin – Hrebenne,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S19 Białystok – Lublin,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S19 granica państwa – Białystok (S8),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S19 Rzeszów – granica państwa,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S74 Kielce – Nisko,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,3,7,Promoting sustainable transport and removing bottlenecks ...,S74 Sulejów – Kielce,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa drogi ekspresowej S5 Nowe Marzy - Bydgoszcz,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa Obwodnicy Metropolii Trójmiejskiej,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa obwodnicy Nowego Miasta Lubawskiego w ciągu drogi krajowej nr 15,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa obwodnicy Olsztyna w ciągu dk nr 16 ,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M2OP012,Śląskie Voivodeship - ERDF/ESF,1.4,Adopted by EC,,,,Budowa Drogowej Trasy Średnicowej Wschód - Etap I - węzeł Lwowska – węzeł Jęzor,,,,,---,,,,,,not submitted,
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa obwodnicy Szczecinkaw ciągu S11 ,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa obwodnicy Wałbrzycha w ciągu drogi krajowej nr 35 (Wałbrzych),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Budowa Zachodniej Obwodnicy Łodzi w ciągu S14,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Rozbudowa Drogi Krajowej Nr 81 od węzła autostrady A4 z DK86 do budowanego węzła z ul. Armii Krajowej – Etap I (Katowice),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,4,7,Promoting sustainable transport and removing bottlenecks ...,Usprawnienie połączenia komunikacyjnego pomiędzy wyspami Uznam i Wolin w Świnoujściu - budowa tunelu pod Świną (Świnoujście),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Budowa infrastruktury systemu ERTMS/GSM-R na liniach kolejowych PKP Polskie Linie Kolejowe S.A. w ramach NPW ERTMS,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Budowa nowej linii kolejowej Podłęże - Szczyrzyc -Tymbark/Mszana Dolna oraz modernizacja istniejącej linii kolejowej nr 104 Chabówka - Nowy Sącz” w ramach projektu „Budowa nowej linii kolejowej Podłęże - Szczyrzyc - Tymbark/Mszana Dolna oraz modern. (...),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Budowa nowej linii kolejowej w relacji Modlin - Płock,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Budowa połączenia kolejowego MPL „Katowice” w Pyrzowicach z miastami aglomeracji górnośląskiej, odcinek Katowice - Pyrzowice",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Poprawa bezpieczeństwa ruchu kolejowego poprzez zakup specjalistycznego sprzętu technicznego,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Poprawa przepustowości linii kolejowej E 20 na odcinku Warszawa Rembertów - Mińsk Mazowiecki, etap II: Budowa dodatkowej pary torów na odc. Warszawa Rembertów - Sulejówek Miłosna",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na liniach kolejowych nr 14, 815, 816 na odcinku Ostrów Wlkp. - (Krotoszyn) - Leszno - Głogów wraz z elektryfikacją odcinka Krotoszyn / Durzyn - Leszno - Głogów",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na liniach kolejowych nr 15, 16 na odcinku Łódź Kaliska – Zgierz – Kutno",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na liniach kolejowych nr 18, 203 na odcinku Bydgoszcz Główna - Piła Główna - Krzyż, etap II: prace na odcinku Piła Główna - Krzyż wraz z elektryfikacją",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na liniach kolejowych nr 18, 203 na odcinku Bydgoszcz Główna – Piła Główna – Krzyż, etap I: prace na odcinku Bydgoszcz Główna – Piła Główna",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na liniach kolejowych nr 281, 766 na odcinku Oleśnica / Łukanów - Krotoszyn - Jarocin - Września - Gniezno",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Prace na liniach kolejowych nr 97, 98, 99 na odcinku Skawina - Sucha Beskidzka - Chabówka - Zakopane, wraz z budową łącznicy w Suchej Beskidzkiej i Chabówce",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 20 na odcinku Skierniewice - Pilawa - Łuków ,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 30 na odcinku Opole Groszowice – Jelcz – Wrocław Brochów,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 59 na odcinku Kamieniec Ząbkowicki - Międzylesie,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 59 na odcinku Wrocław Brochów / Grabiszyn - Głogów,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 59 na odcinku Wrocław - Kamieniec Ząbkowicki,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 65 na odc. Chorzów Batory – Tarnowskie Góry – Karsznice – Inowrocław – Bydgoszcz – Maksymilianowo,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej C-E 65 na odcinku Bydgoszcz - Tczew,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej E 30 na odcinku Kędzierzyn Koźle – Opole Zachodnie,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
PL,2014PL16M1OP001,Infrastructure and Environment - ERDF/CF,4,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,Prace na linii kolejowej E 75 na odcinku Białystok - Suwałki - Trakiszki (granica państwa),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
